CS01012021,T_SEC_NL,ZONENUMMER,STGB,NIS_GEM_L
81015C000,HABERGY-CENTRE,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
81015C01-,GUELFF,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
81015C090,HABERGY-HABITATIONS DISPERSEES,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
81015C10-,BELANGE-CENTRE,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
81015C19-,BELANGE-HABITATIONS DISPERSEES,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015D001",WOLKRANGE-CENTRE,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015D012",BUVANGE,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015D083",PRES WEILER,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015D090",WOLKRANGE - HABITATIONS DISP.,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015E000",HONDELANGE - CENTRE,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
"81015E090",HONDELANGE - HABITATIONS DISP.,"4092","5",0 ARLON/ATTERT/AUBANGE/MARTELANGE/...
82003A00-,BASTOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A01-,BASTOGNE-EGLISE-PT SEMINAIRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A020,BAS QUARTIER - RUE DE BASTOGNE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A03-,BASTOGNE CENTRE - OUEST,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A0MA,ZONING INDUSTRIEL D'ISLE LA HESSE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A0PA,ISLE LA HESSE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A10-,BASTOGNE-CENTRE-NORD-OUEST,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A113,BASTOGNE - CROIX ROUGE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A12-,,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A20-,ROUTE DE NEUFCHATEAU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A212,WACHENOULE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A22-,CROIX BLANCHE - WACHENOULE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A40-,SENOUCHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A4PN,PERIPHERIE SENONCHAMPS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A5PN,ILE-LES-PRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A60-,SAVY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A69-,SAVY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A70-,HEMROULLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003A790,HEMROULLE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B00-,WARDIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B09-,WARDIN-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B10-,BRAS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B19-,BRAS-FRONTIERE - HABIT.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B20-,MARVIE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B29-,MARVIE-ROUTE - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B30-,MONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B39-,MONT - HAB. DISP.-FERME DUMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B40-,BIZORY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B49-,BIZORY-HABITATIONS DISPERSEES (CHEMINS DE BASTOGNE NOVILLE),"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B500,HAUTE - MAGERET,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B512,BASSE - MAGERET,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B591,MAGERET-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B60-,BENONCHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003B69-,BENOMCHAMPS-HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C00-,VILLERS-LA-BONNE-EAU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C09-,VILLERS-LA-B0NNE-EAU-HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C10-,LUTREMANGE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C19-,LUTREMANGE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C20-,LIVARCHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C29-,LIVARCHAMPS-HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C300,LUTREBOIS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C390,LUTREBOIS - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C49-,REMOIFOSSE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003C59-,LOSANGE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D00-,NOVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D01-,COBRU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D09-,NOVILLE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D10-,FOI-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D19-,FOI - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D20-,RECOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D29-,RECOGNE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D30-,VAU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D39-,VAU - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D40-,WICOURT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D4PN,PERIPHERIE WICOURT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D50-,RACHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D51-,HARDIGNI,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003D59-,HARDIGNI-RACHAMPS - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82003D600",LUZERI-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82003D690",LUZERI-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E00-,LONGVILLY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E09-,LONGVILLY - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E10-,ARLONCOURT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E19-,ARLONCOURT - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E20-,MICHAMPS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E21-,AUBOURCI,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E29-,HORITIME - CHEMIN DES PELERINS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E30-,MOINET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E39-,MOINET-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E40-,BOURCY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82003E49-,BOURCY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A00-,BERTOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A09-,BERTOGNE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A10-,BETHOMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A19-,BETHOMONT - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A20-,COMPOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A21-,RASTATE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A22-,VIVROU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005A29-,COMPOGNE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B00-,LONGCHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B01-,MONAVILLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B02-,WITHIMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B03-,FAYIS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B091,ROLLEY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B30-,CHAMPS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B310,ROUETTE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B390,CHAMPS-ROUETTE-HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B40-,MANDE SAINT-ETIENNE - CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B410,FLAMISOULE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005B490,MANDE SAINT-ETIENNE-FLAMISOULE HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C00-,FLAMIERGE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C01-,TRONLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C09-,FLAMIERGE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C10-,SALLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C11-,TROIS-MONTS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C122,TROIS-MONTS EST,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C191,SALLE - TROIS-MONTS -HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C20-,GIVROULLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C29-,GIVROULLE -HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C30-,GIVRY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C31-,FRENET,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C39-,GIVRY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C40-,GIVES-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C49-,GIVES-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C50-,WIGNY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C59-,WIGNY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C60-,ROUMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C681,MORIVILLE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82005C69-,ROUMONT-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A00-,FAUVILLERS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A09-,BARRIERE TRAQUEBOIS-HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A10-,BODANGE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A19-,BODANGE-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A20-,MENUFONTAINE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A21-,HOTTE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A29-,MENUFONTAINE - HOTTE-HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A30-,WISEMBACH-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009A39-,WISEMBACH - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009B00-,TINTANGE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009B09-,TINTANGE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009B100,WARNACH-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009B190,WARNACH-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C00-,HOLLANGE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C09-,HOLLANGE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C100,HONVILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C190,HONVILLE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C20-,STRAINCHAMPS BAS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C212,STRAINCHAMPS HAUT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C291,STRAINCHAMPS - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C30-,BURNON-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C39-,BURNON-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C40-,SAINLEZ-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C49-,SAINLEZ-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82009C59-,MALMAISON,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
8201410PQ,RANDOUX,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014A00-,HOUFFALIZE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014A01-,VILLE OUEST,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014A02-,VILLE NORD,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014A09-,CHAMPS ET FORETS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B00-,MABOMPRE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B09-,RANDOUX-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B10-,VELLEREUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B19-,VELLEREUX - HABITATIONS DISP.- MOULIN RAFSADAY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B20-,ENGREUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B262,ADEPS - CERCLE NAUTIQUE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B291,ENGREUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B30-,BONNERUE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014B39-,BONNERUE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C001,NADRIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C012,OLLOMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C022,HEROU,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C091,NADRIN-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C10-,FILLY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014C19-,FILLY - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014D00-,WIBRIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014D09-,WIBRIN-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014D10-,ACHOUFFE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014D19-,ACHOUFFE - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014D20-,GRANDE MORMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82014D212",PETITE MORMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82014D291",MORMONT-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82014E001",TAILLES-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82014E012",LES CENSES - LES COLAS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014E09-,COLAS - FOND,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
"82014E199",CEDROGNE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014E20-,CHABREHEZ-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014E29-,CHABREHEZ - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F00-,MONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F09-,MONT - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F10-,FONTENAILLE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F19-,FONTENAILLE -HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F20-,TAVERNEUX-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F29-,TAVERNEUX - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F301,TOUR - WILOGNE-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F312,DINEZ,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F390,TOUR-WILOGNE-DINEZ-HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F40-,SOMMERAIN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014F49-,SOMMERAIN - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G00-,TAVIGNY-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G01-,WANDEBOURCY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G09-,TAVIGNY-HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G100,BURET-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G112,BURET - GARE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G191,BURET - HABITATIONS DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G200,BOEUR-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G290,BOEUR - HABITATIONS DISPERSEES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G30-,VISSOULE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G31-,ALHOUMONT-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G32-,COWAN-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G39-,COWAN - ALHOUMONT - HAB. DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G40-,CETTURU-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82014G49-,CETTURU - LIHERAIN - HAB.DISP.,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A00-,VIELSALM-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A01-,VIELSALM - GARE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A020,PRIESMONT,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A032,CAHAY,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A083,ANCIENNES CARRIERES,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A0JB,SUNPARKS,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A0PB,"HERMANMONT, LA VALLEE","4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
82032A10-,VILLE DU BOIS-CENTRE,"4093","5",0 BASTOGNE/BERTOGNE/FAUVILLERS/HOUFFALIZE/...
